Date,Symbol,Futures Contracts,Futures Quantity,Futures Value (Rs. In Crs.),Options Contracts,Options Quantity,Options Value (Rs. In Crs.),Total Overall Value (Rs. In Crs.),Equity Traded Value (Rs. In Crs.),Equity Traded Quantity (in Lakhs),Equity Number of Trades,Equity Total Market Cap (Rs. Crs.)
2024-08-26,NIFTYNXT50,545,5450,40.72,8593,85930,668.92,709.64,111305.26,42672.49,39602261,45815229.67
2024-08-27,BANKNIFTY,238209,3573135,18337.07,131230418,1968456270,10105027.76,10123364.83,115234.42,40109.41,37301047,45906211.22
2024-08-27,FINNIFTY,24087,602175,1418.12,546510095,13662752375,32117446.08,32118864.20,115234.42,40109.41,37301047,45906211.22
2024-08-27,MIDCPNIFTY,8953,447650,587.95,2721633,136081650,179509.98,180097.93,115234.42,40109.41,37301047,45906211.22
2024-08-27,NIFTY,312738,7818450,19620.70,69935712,1748392800,4364510.30,4384131.00,115234.42,40109.41,37301047,45906211.22
2024-08-27,NIFTYNXT50,556,5560,41.58,8698,86980,672.72,714.30,115234.42,40109.41,37301047,45906211.22
2024-08-28,BANKNIFTY,252834,3792510,19463.56,588959592,8834393880,45305699.75,45325163.31,117801.06,47365.03,38318272,45889799.18
2024-08-28,FINNIFTY,2155,53875,127.44,3569004,89225100,211452.90,211580.34,117801.06,47365.03,38318272,45889799.18
2024-08-28,MIDCPNIFTY,13163,658150,864.63,5265264,263263200,346929.34,347793.97,117801.06,47365.03,38318272,45889799.18
2024-08-28,NIFTY,441463,11036575,27744.83,137088945,3427223625,8577111.21,8604856.04,117801.06,47365.03,38318272,45889799.18
2024-08-28,NIFTYNXT50,1624,16240,122.18,20569,205690,1558.55,1680.73,117801.06,47365.03,38318272,45889799.18
2024-08-29,BANKNIFTY,142463,2136945,11010.22,59405949,891089235,4584219.54,4595229.76,131401.72,46084.01,41055435,45841439.27
2024-08-29,FINNIFTY,2499,62475,148.20,9538056,238451400,565602.84,565751.04,131401.72,46084.01,41055435,45841439.27
2024-08-29,MIDCPNIFTY,11869,593450,776.84,7792686,389634300,511349.46,512126.30,131401.72,46084.01,41055435,45841439.27
2024-08-29,NIFTY,731086,18277150,46033.91,761636330,19040908250,47782195.66,47828229.57,131401.72,46084.01,41055435,45841439.27
2024-08-29,NIFTYNXT50,1708,17080,128.01,50735,507350,3845.00,3973.01,131401.72,46084.01,41055435,45841439.27
2024-08-30,BANKNIFTY,105360,1580400,8168.91,57347926,860218890,4427918.24,4436087.15,224107.98,87433.35,43032408,46109615.54
2024-08-30,FINNIFTY,2244,56100,133.45,13083078,327076950,775933.90,776067.35,224107.98,87433.35,43032408,46109615.54
2024-08-30,MIDCPNIFTY,11223,561150,740.66,16380053,819002650,1079970.53,1080711.19,224107.98,87433.35,43032408,46109615.54
2024-08-30,NIFTY,245130,6128250,15538.75,59210408,1480260200,3729226.56,3744765.31,224107.98,87433.35,43032408,46109615.54
2024-08-30,NIFTYNXT50,1357,13570,102.22,3026148,30261480,230003.18,230105.40,224107.98,87433.35,43032408,46109615.54
2024-09-02,BANKNIFTY,110045,1650675,8528.43,80319831,1204797465,6205365.90,6213894.33,110146.86,41075.33,39564220,46151855.83
2024-09-02,FINNIFTY,2353,58825,140.07,30906643,772666075,1834594.35,1834734.42,110146.86,41075.33,39564220,46151855.83
2024-09-02,MIDCPNIFTY,9985,499250,659.75,167070707,8353535350,11011041.38,11011701.13,110146.86,41075.33,39564220,46151855.83
2024-09-02,NIFTY,219567,5489175,13927.64,69924577,1748114425,4416291.36,4430219.00,110146.86,41075.33,39564220,46151855.83
2024-09-02,NIFTYNXT50,251,2510,18.92,949,9490,72.40,91.32,110146.86,41075.33,39564220,46151855.83
2024-09-03,BANKNIFTY,118553,1778295,9204.05,104251715,1563775725,8059792.24,8068996.29,111673.69,33437.3,36418460,46228435.63
2024-09-03,FINNIFTY,11317,282925,675.30,548016804,13700420100,32540421.70,32541097.00,111673.69,33437.3,36418460,46228435.63
2024-09-03,MIDCPNIFTY,8259,412950,547.42,3094829,154741450,206000.05,206547.47,111673.69,33437.3,36418460,46228435.63
2024-09-03,NIFTY,139377,3484425,8838.93,58556783,1463919575,3698412.80,3707251.73,111673.69,33437.3,36418460,46228435.63
2024-09-03,NIFTYNXT50,322,3220,24.31,922,9220,70.52,94.83,111673.69,33437.3,36418460,46228435.63
2024-09-04,BANKNIFTY,115834,1737510,8974.11,619251846,9288777690,47825414.56,47834388.67,114786.42,40091.42,38904002,46181767.19
2024-09-04,FINNIFTY,1908,47700,114.04,4515197,112879925,270053.13,270167.17,114786.42,40091.42,38904002,46181767.19
2024-09-04,MIDCPNIFTY,11638,581900,768.27,5687971,284398550,377118.11,377886.38,114786.42,40091.42,38904002,46181767.19
2024-09-04,NIFTY,242488,6062200,15290.51,118660920,2966523000,7468852.52,7484143.03,114786.42,40091.42,38904002,46181767.19
2024-09-04,NIFTYNXT50,339,3390,25.54,838,8380,64.59,90.13,114786.42,40091.42,38904002,46181767.19
2024-09-05,BANKNIFTY,63433,951495,4923.64,38519790,577796850,2985587.26,2990510.90,119706.21,45247.77,39625527,46234570.7
2024-09-05,FINNIFTY,1513,37825,90.70,5815761,145394025,348563.38,348654.08,119706.21,45247.77,39625527,46234570.7
2024-09-05,MIDCPNIFTY,13020,651000,866.70,6784997,339249850,451245.66,452112.36,119706.21,45247.77,39625527,46234570.7
2024-09-05,NIFTY,171152,4278800,10814.06,551916680,13797917000,34772738.44,34783552.50,119706.21,45247.77,39625527,46234570.7
2024-09-05,NIFTYNXT50,440,4400,33.30,2306,23060,180.64,213.94,119706.21,45247.77,39625527,46234570.7
2024-09-06,BANKNIFTY,210802,3162030,16174.12,93754599,1406318985,7165183.92,7181358.04,128602.52,61434.88,44663459,45681966.94
2024-09-06,FINNIFTY,3759,93975,223.19,17995907,449897675,1066994.59,1067217.78,128602.52,61434.88,44663459,45681966.94
2024-09-06,MIDCPNIFTY,20605,1030250,1357.17,20951819,1047590950,1379843.55,1381200.72,128602.52,61434.88,44663459,45681966.94
2024-09-06,NIFTY,460874,11521850,28803.42,97901216,2447530400,6119360.14,6148163.56,128602.52,61434.88,44663459,45681966.94
2024-09-06,NIFTYNXT50,1008,10080,75.46,5649,56490,451.94,527.40,128602.52,61434.88,44663459,45681966.94
2024-09-09,BANKNIFTY,163645,2454675,12523.27,112590369,1688855535,8592910.86,8605434.13,106251.5,43068.25,40520749,45659214.73
2024-09-09,FINNIFTY,4282,107050,253.74,39495073,987376825,2335338.54,2335592.28,106251.5,43068.25,40520749,45659214.73
2024-09-09,MIDCPNIFTY,11481,574050,748.75,150916103,7545805150,9835345.58,9836094.33,106251.5,43068.25,40520749,45659214.73
2024-09-09,NIFTY,235028,5875700,14652.95,79396603,1984915075,4949294.50,4963947.45,106251.5,43068.25,40520749,45659214.73
2024-09-09,NIFTYNXT50,729,7290,54.17,1656,16560,127.58,181.75,106251.5,43068.25,40520749,45659214.73
2024-09-10,BANKNIFTY,121875,1828125,9390.75,126927554,1903913310,9755901.13,9765291.88,107403.44,40189.53,39282075,45957451.84
2024-09-10,FINNIFTY,11882,297050,704.89,551230302,13780757550,32642279.66,32642984.55,107403.44,40189.53,39282075,45957451.84
2024-09-10,MIDCPNIFTY,12409,620450,818.14,4613414,230670700,304862.88,305681.02,107403.44,40189.53,39282075,45957451.84
2024-09-10,NIFTY,263841,6596025,16540.40,108602067,2715051675,6788452.06,6804992.46,107403.44,40189.53,39282075,45957451.84
2024-09-10,NIFTYNXT50,450,4500,33.72,1661,16610,130.27,163.99,107403.44,40189.53,39282075,45957451.84
2024-09-11,BANKNIFTY,142652,2139780,10979.51,712594997,10688924955,54742016.45,54752995.96,107692.89,41356.72,38411491,45691861.05
2024-09-11,FINNIFTY,2854,71350,169.09,5867784,146694600,348701.27,348870.36,107692.89,41356.72,38411491,45691861.05
2024-09-11,MIDCPNIFTY,13759,687950,907.59,5244731,262236550,346932.17,347839.76,107692.89,41356.72,38411491,45691861.05
2024-09-11,NIFTY,217521,5438025,13617.80,146385609,3659640225,9169360.90,9182978.70,107692.89,41356.72,38411491,45691861.05
2024-09-11,NIFTYNXT50,542,5420,40.48,1619,16190,126.43,166.91,107692.89,41356.72,38411491,45691861.05
2024-09-12,BANKNIFTY,184590,2768850,14277.34,66728436,1000926540,5160008.23,5174285.57,122765.29,39354.42,38547345,46353167.91
2024-09-12,FINNIFTY,4399,109975,262.18,10373834,259345850,617606.25,617868.43,122765.29,39354.42,38547345,46353167.91
2024-09-12,MIDCPNIFTY,11759,587950,778.80,7494008,374700400,496021.56,496800.36,122765.29,39354.42,38547345,46353167.91
2024-09-12,NIFTY,497335,12433375,31379.67,818860041,20471501025,51441182.53,51472562.20,122765.29,39354.42,38547345,46353167.91
2024-09-12,NIFTYNXT50,888,8880,66.67,2959,29590,231.27,297.94,122765.29,39354.42,38547345,46353167.91
2024-09-13,BANKNIFTY,128842,1932630,10036.36,69471102,1042066530,5408199.47,5418235.83,110708.86,37944.29,37149569,46478311.86
2024-09-13,FINNIFTY,2281,57025,136.79,16030378,400759450,962180.57,962317.36,110708.86,37944.29,37149569,46478311.86
2024-09-13,MIDCPNIFTY,8119,405950,542.22,17358490,867924500,1159035.24,1159577.46,110708.86,37944.29,37149569,46478311.86
2024-09-13,NIFTY,200803,5020075,12750.59,67669111,1691727775,4281495.36,4294245.95,110708.86,37944.29,37149569,46478311.86
2024-09-13,NIFTYNXT50,467,4670,35.30,38420,384200,3174.46,3209.76,110708.86,37944.29,37149569,46478311.86
2024-09-16,BANKNIFTY,105457,1581855,8266.65,71623891,1074358365,5602517.65,5610784.30,107496.57,41461.95,39147489,46654076.5
2024-09-16,FINNIFTY,3405,85125,204.78,28556522,713913050,1714279.94,1714484.72,107496.57,41461.95,39147489,46654076.5
2024-09-16,MIDCPNIFTY,17158,857900,1144.34,200283912,10014195600,13345590.41,13346734.75,107496.57,41461.95,39147489,46654076.5
2024-09-16,NIFTY,166943,4173575,10623.46,62557347,1563933675,3967967.15,3978590.61,107496.57,41461.95,39147489,46654076.5
2024-09-16,NIFTYNXT50,314,3140,23.74,5470,54700,439.05,462.79,107496.57,41461.95,39147489,46654076.5
2024-09-17,BANKNIFTY,83285,1249275,6538.37,87947903,1319218545,6887132.45,6893670.82,107675.46,35649.08,37719665,46638053.71
2024-09-17,FINNIFTY,9353,233825,562.07,436870587,10921764675,26229370.02,26229932.09,107675.46,35649.08,37719665,46638053.71
2024-09-17,MIDCPNIFTY,10148,507400,674.61,3330897,166544850,222421.24,223095.85,107675.46,35649.08,37719665,46638053.71
2024-09-17,NIFTY,128980,3224500,8208.89,56603944,1415098600,3592520.35,3600729.24,107675.46,35649.08,37719665,46638053.71
2024-09-17,NIFTYNXT50,581,5810,43.76,7116,71160,570.63,614.39,107675.46,35649.08,37719665,46638053.71
2024-09-18,BANKNIFTY,228211,3423165,18063.61,788743612,11831154180,62258756.99,62276820.60,113945.72,38960.4,39585808,46395142.86
2024-09-18,FINNIFTY,5680,142000,344.81,7576801,189420025,463404.03,463748.84,113945.72,38960.4,39585808,46395142.86
2024-09-18,MIDCPNIFTY,12883,644150,849.56,5448145,272407250,361362.30,362211.86,113945.72,38960.4,39585808,46395142.86
2024-09-18,NIFTY,237040,5926000,15076.60,111021410,2775535250,7044975.05,7060051.65,113945.72,38960.4,39585808,46395142.86
2024-09-18,NIFTYNXT50,670,6700,50.28,7558,75580,610.09,660.37,113945.72,38960.4,39585808,46395142.86
2024-09-19,BANKNIFTY,175020,2625300,13966.86,67741918,1016128770,5404905.46,5418872.32,133899.52,65887.2,48981429,46151726.41
2024-09-19,FINNIFTY,4097,102425,250.80,10187988,254699700,623315.11,623565.91,133899.52,65887.2,48981429,46151726.41
2024-09-19,MIDCPNIFTY,39478,1973900,2582.90,18575451,928772550,1217303.37,1219886.27,133899.52,65887.2,48981429,46151726.41
2024-09-19,NIFTY,372198,9304950,23769.00,752317613,18807940325,47873378.34,47897147.34,133899.52,65887.2,48981429,46151726.41
2024-09-19,NIFTYNXT50,1933,19330,143.95,10380,103800,815.07,959.02,133899.52,65887.2,48981429,46151726.41
2024-09-20,BANKNIFTY,232997,3494955,18695.95,95527249,1432908735,7644282.80,7662978.75,191597.71,61102.65,49234807,46766221.62
2024-09-20,FINNIFTY,7235,180875,445.26,21678100,541952500,1333909.45,1334354.71,191597.71,61102.65,49234807,46766221.62
2024-09-20,MIDCPNIFTY,28401,1420050,1861.52,24245863,1212293150,1590675.43,1592536.95,191597.71,61102.65,49234807,46766221.62
2024-09-20,NIFTY,667810,16695250,42910.68,131398625,3284965625,8395337.63,8438248.31,191597.71,61102.65,49234807,46766221.62
2024-09-20,NIFTYNXT50,1941,19410,145.75,50526,505260,4213.50,4359.25,191597.71,61102.65,49234807,46766221.62
2024-09-23,BANKNIFTY,186171,2792565,15105.55,83639794,1254596910,6759506.40,6774611.95,112766.26,53484.96,39418408,47200158.73
2024-09-23,FINNIFTY,5212,130300,325.05,32116809,802920225,1994463.75,1994788.80,112766.26,53484.96,39418408,47200158.73
2024-09-23,MIDCPNIFTY,40819,2040950,2701.39,197922659,9896132950,13062544.47,13065245.86,112766.26,53484.96,39418408,47200158.73
2024-09-23,NIFTY,421966,10549150,27379.54,79423057,1985576425,5104119.31,5131498.85,112766.26,53484.96,39418408,47200158.73
2024-09-23,NIFTYNXT50,1514,15140,115.34,21922,219220,1763.15,1878.49,112766.26,53484.96,39418408,47200158.73
2024-09-24,BANKNIFTY,161823,2427345,13159.34,113943320,1709149800,9231066.50,9244225.84,125748.06,42995.93,40416326,47212725.97
2024-09-24,FINNIFTY,12773,319325,797.32,504714884,12617872100,31466506.90,31467304.22,125748.06,42995.93,40416326,47212725.97
2024-09-24,MIDCPNIFTY,20820,1041000,1384.87,3158254,157912700,211005.91,212390.78,125748.06,42995.93,40416326,47212725.97
2024-09-24,NIFTY,420589,10514725,27362.14,74424558,1860613950,4794101.82,4821463.96,125748.06,42995.93,40416326,47212725.97
2024-09-24,NIFTYNXT50,568,5680,43.53,14752,147520,1166.46,1209.99,125748.06,42995.93,40416326,47212725.97
2024-09-25,BANKNIFTY,199096,2986440,16177.65,594009750,8910146250,48109029.36,48125207.01,109967,49273.52,37853323,47127809.99
2024-09-25,FINNIFTY,2265,56625,141.91,3667760,91694000,229977.61,230119.52,109967,49273.52,37853323,47127809.99
2024-09-25,MIDCPNIFTY,24026,1201300,1594.72,3879240,193962000,258475.08,260069.80,109967,49273.52,37853323,47127809.99
2024-09-25,NIFTY,400715,10017875,26059.08,113883563,2847089075,7352629.75,7378688.83,109967,49273.52,37853323,47127809.99
2024-09-25,NIFTYNXT50,1498,14980,114.31,19168,191680,1497.58,1611.89,109967,49273.52,37853323,47127809.99
2024-09-26,BANKNIFTY,98595,1478925,8060.36,46208721,693130815,3762067.62,3770127.98,126554.83,49783.21,38588537,47311806.33
2024-09-26,FINNIFTY,1790,44750,112.79,6855521,171388025,430358.85,430471.64,126554.83,49783.21,38588537,47311806.33
2024-09-26,MIDCPNIFTY,27811,1390550,1843.86,6691637,334581850,444374.96,446218.82,126554.83,49783.21,38588537,47311806.33
2024-09-26,NIFTY,685378,17134450,44899.07,579694169,14492354225,37761828.36,37806727.43,126554.83,49783.21,38588537,47311806.33
2024-09-26,NIFTYNXT50,3382,33820,259.44,44668,446680,3522.15,3781.59,126554.83,49783.21,38588537,47311806.33
2024-09-27,BANKNIFTY,119740,1796100,9767.49,76148354,1142225310,6191428.15,6201195.64,172476.29,60938.21,43450447,47383695.36
2024-09-27,FINNIFTY,2578,64450,162.16,14017024,350425600,877031.52,877193.68,172476.29,60938.21,43450447,47383695.36
2024-09-27,MIDCPNIFTY,29411,1470550,1967.31,17251794,862589700,1149531.54,1151498.85,172476.29,60938.21,43450447,47383695.36
2024-09-27,NIFTY,218627,5465675,14414.61,63126591,1578164775,4143045.97,4157460.58,172476.29,60938.21,43450447,47383695.36
2024-09-27,NIFTYNXT50,1981,19810,153.53,3003168,30031680,234195.53,234349.06,172476.29,60938.21,43450447,47383695.36
2024-09-30,BANKNIFTY,162851,2442765,13100.93,131988115,1979821725,10591812.42,10604913.35,117510.94,47006.53,41216323,47064725.36
2024-09-30,FINNIFTY,4027,100675,249.43,30624054,765601350,1894051.78,1894301.21,117510.94,47006.53,41216323,47064725.36
2024-09-30,MIDCPNIFTY,48928,2446400,3249.93,211523940,10576197000,14039594.48,14042844.41,117510.94,47006.53,41216323,47064725.36
2024-09-30,NIFTY,362260,9056500,23636.83,97216928,2430423200,6322714.41,6346351.24,117510.94,47006.53,41216323,47064725.36
2024-09-30,NIFTYNXT50,922,9220,71.30,1662,16620,131.27,202.57,117510.94,47006.53,41216323,47064725.36
2024-10-01,BANKNIFTY,124093,1861395,9949.97,516489785,7747346775,41220497.87,41230447.84,104772.07,39889.18,35848491,47116925.91
2024-10-01,FINNIFTY,4561,114025,281.60,235435964,5885899100,14458773.49,14459055.09,104772.07,39889.18,35848491,47116925.91
2024-10-01,MIDCPNIFTY,14082,704100,939.21,4359231,217961550,290957.84,291897.05,104772.07,39889.18,35848491,47116925.91
2024-10-01,NIFTY,198510,4962750,12896.75,108857104,2721427600,7052366.83,7065263.58,104772.07,39889.18,35848491,47116925.91
2024-10-01,NIFTYNXT50,425,4250,32.90,1895,18950,154.33,187.23,104772.07,39889.18,35848491,47116925.91
2024-10-03,BANKNIFTY,191491,2872365,15127.94,69632588,1044488820,5483934.57,5499062.51,137062.64,45443.23,47590772,46138914.53
2024-10-03,FINNIFTY,4092,102300,248.44,9163189,229079725,554722.91,554971.35,137062.64,45443.23,47590772,46138914.53
2024-10-03,MIDCPNIFTY,19131,956550,1255.29,10352341,517617050,680874.06,682129.35,137062.64,45443.23,47590772,46138914.53
2024-10-03,NIFTY,523690,13092250,33544.17,733254888,18331372200,46706316.84,46739861.01,137062.64,45443.23,47590772,46138914.53
2024-10-03,NIFTYNXT50,1260,12600,96.48,2586,25860,211.83,308.31,137062.64,45443.23,47590772,46138914.53
2024-10-04,BANKNIFTY,206109,3091635,16171.90,89116481,1336747215,6985789.99,7001961.89,127530.48,41473.13,43565446,45727910.6
2024-10-04,FINNIFTY,4563,114075,273.91,20293922,507348050,1215749.21,1216023.12,127530.48,41473.13,43565446,45727910.6
2024-10-04,MIDCPNIFTY,22200,1110000,1442.84,27458783,1372939150,1786373.92,1787816.76,127530.48,41473.13,43565446,45727910.6
2024-10-04,NIFTY,518365,12959125,32884.96,108615429,2715385725,6915876.88,6948761.84,127530.48,41473.13,43565446,45727910.6
2024-10-04,NIFTYNXT50,1531,15310,116.24,7065,70650,579.73,695.97,127530.48,41473.13,43565446,45727910.6
2024-10-07,BANKNIFTY,291106,4366590,22448.52,126134453,1892016795,9745542.13,9767990.65,127522.35,47676.5,49996953,44842163.42
2024-10-07,FINNIFTY,7317,182925,431.06,48313077,1207826925,2847963.89,2848394.95,127522.35,47676.5,49996953,44842163.42
2024-10-07,MIDCPNIFTY,29961,1498050,1911.68,235174811,11758740550,14991208.38,14993120.06,127522.35,47676.5,49996953,44842163.42
2024-10-07,NIFTY,433906,10847650,27206.31,92776843,2319421075,5836478.61,5863684.92,127522.35,47676.5,49996953,44842163.42
2024-10-07,NIFTYNXT50,2025,20250,150.03,2286,22860,179.64,329.67,127522.35,47676.5,49996953,44842163.42
2024-10-08,BANKNIFTY,143301,2149515,11040.32,124149400,1862241000,9555551.17,9566591.49,113419.76,41113.96,40062709,45585915.15
2024-10-08,FINNIFTY,10880,272000,641.74,489710557,12242763925,28685851.40,28686493.14,113419.76,41113.96,40062709,45585915.15
2024-10-08,MIDCPNIFTY,19365,968250,1244.25,5468262,273413100,352613.98,353858.23,113419.76,41113.96,40062709,45585915.15
2024-10-08,NIFTY,327678,8191950,20555.56,99803327,2495083175,6263269.39,6283824.95,113419.76,41113.96,40062709,45585915.15
2024-10-08,NIFTYNXT50,1007,10070,74.56,2526,25260,196.72,271.28,113419.76,41113.96,40062709,45585915.15
2024-10-09,BANKNIFTY,230094,3451410,17815.12,737674109,11065111635,56806851.68,56824666.80,107912.12,39726.9,36513942,45845163.4
2024-10-09,FINNIFTY,4182,104550,248.60,5004854,125121350,298139.51,298388.11,107912.12,39726.9,36513942,45845163.4
2024-10-09,MIDCPNIFTY,10738,536900,699.36,4961124,248056200,322850.54,323549.90,107912.12,39726.9,36513942,45845163.4
2024-10-09,NIFTY,335533,8388325,21161.69,147048290,3676207250,9258113.50,9279275.19,107912.12,39726.9,36513942,45845163.4
2024-10-09,NIFTYNXT50,800,8000,60.26,2597,25970,206.72,266.98,107912.12,39726.9,36513942,45845163.4
2024-10-10,BANKNIFTY,106847,1602705,8294.43,55540567,833108505,4303556.65,4311851.08,93973.46,31625.55,32065525,45829089.17
2024-10-10,FINNIFTY,2082,52050,124.23,7452787,186319675,443709.67,443833.90,93973.46,31625.55,32065525,45829089.17
2024-10-10,MIDCPNIFTY,14804,740200,962.82,9971400,498570000,648617.78,649580.60,93973.46,31625.55,32065525,45829089.17
2024-10-10,NIFTY,205756,5143900,12952.84,595544134,14888603350,37350504.15,37363456.99,93973.46,31625.55,32065525,45829089.17
2024-10-10,NIFTYNXT50,598,5980,45.21,2370,23700,187.29,232.50,93973.46,31625.55,32065525,45829089.17
2024-10-11,BANKNIFTY,120824,1812360,9334.80,68213119,1023196785,5268615.73,5277950.53,81980.59,28602.53,28291599,45860895.08
2024-10-11,FINNIFTY,2091,52275,124.11,14404221,360105525,853851.83,853975.94,81980.59,28602.53,28291599,45860895.08
2024-10-11,MIDCPNIFTY,11793,589650,764.26,18997223,949861150,1231917.56,1232681.82,81980.59,28602.53,28291599,45860895.08
2024-10-11,NIFTY,143845,3596125,9020.72,48882826,1222070650,3076828.72,3085849.44,81980.59,28602.53,28291599,45860895.08
2024-10-11,NIFTYNXT50,324,3240,24.42,2805,28050,226.34,250.76,81980.59,28602.53,28291599,45860895.08
2024-10-14,BANKNIFTY,131105,1966575,10213.32,76203885,1143058275,5918438.54,5928651.86,91179.11,30094.77,32462515,45999314.71
2024-10-14,FINNIFTY,2341,58525,140.13,24355366,608884150,1451022.59,1451162.72,91179.11,30094.77,32462515,45999314.71
2024-10-14,MIDCPNIFTY,15376,768800,1004.77,193982336,9699116800,12636534.29,12637539.06,91179.11,30094.77,32462515,45999314.71
2024-10-14,NIFTY,168763,4219075,10642.03,54926892,1373172300,3460061.69,3470703.72,91179.11,30094.77,32462515,45999314.71
2024-10-14,NIFTYNXT50,303,3030,22.91,2883,28830,225.91,248.82,91179.11,30094.77,32462515,45999314.71
2024-10-15,BANKNIFTY,98045,1470675,7665.09,115516936,1732754040,8999188.25,9006853.34,103530.06,28751.66,34069720,46024448.14
2024-10-15,FINNIFTY,4244,106100,254.41,478950684,11973767100,28610953.37,28611207.78,103530.06,28751.66,34069720,46024448.14
2024-10-15,MIDCPNIFTY,7609,380450,500.73,3824852,191242600,252307.42,252808.15,103530.06,28751.66,34069720,46024448.14
2024-10-15,NIFTY,179129,4478225,11272.69,80765099,2019127475,5078688.32,5089961.01,103530.06,28751.66,34069720,46024448.14
2024-10-15,NIFTYNXT50,304,3040,23.06,1901,19010,147.39,170.45,103530.06,28751.66,34069720,46024448.14
2024-10-16,BANKNIFTY,84969,1274535,6644.10,557371587,8360573805,43410019.25,43416663.35,103521.3,28830.96,35257263,45973224.35
