Date,Symbol,No of Contracts Traded,Traded Quantity,Total Traded Value (Rs. In Crs.)
2023-08-22,BANKNIFTY,70416951,1056254265,4672338.86
2023-08-22,FINNIFTY,217452270,8698090800,17062177.00
2023-08-22,MIDCPNIFTY,570290,42771750,37200.73
2023-08-22,NIFTY,46525271,2326263550,4521033.14
2023-08-23,BANKNIFTY,210431532,3156472980,13987638.37
2023-08-23,FINNIFTY,6871498,274859920,540552.04
2023-08-23,MIDCPNIFTY,2701728,202629600,178307.26
2023-08-23,NIFTY,84948618,4247430900,8258424.33
2023-08-24,BANKNIFTY,541685659,8125284885,36322451.57
2023-08-24,FINNIFTY,10184007,407360280,808410.14
2023-08-24,MIDCPNIFTY,1367073,102530475,90349.67
2023-08-24,NIFTY,197822853,9891142650,19280145.07
2023-08-25,BANKNIFTY,111501526,1672522890,7426488.67
2023-08-25,FINNIFTY,35276285,1411051400,2777998.63
2023-08-25,MIDCPNIFTY,5432628,407447100,356980.41
2023-08-25,NIFTY,58167961,2908398050,5637067.28
2023-08-28,BANKNIFTY,96871719,1453075785,6472834.10
2023-08-28,FINNIFTY,51435798,2057431920,4057588.50
2023-08-28,MIDCPNIFTY,58772855,4407964125,3860829.18
2023-08-28,NIFTY,51205218,2560260900,4956237.09
2023-08-29,BANKNIFTY,93330614,1399959210,6256894.71
2023-08-29,FINNIFTY,219253189,8770127560,17364584.53
2023-08-29,MIDCPNIFTY,383810,28785750,25382.57
2023-08-29,NIFTY,47007232,2350361600,4557595.17
2023-08-30,BANKNIFTY,196954469,2954317035,13202958.36
2023-08-30,FINNIFTY,5966275,238651000,475355.58
2023-08-30,MIDCPNIFTY,1093069,81980175,73005.76
2023-08-30,NIFTY,76882342,3844117100,7465394.68
2023-08-31,BANKNIFTY,517983367,7769750505,34351236.42
2023-08-31,FINNIFTY,9133975,365359000,722621.23
2023-08-31,MIDCPNIFTY,1173936,88045200,78389.48
2023-08-31,NIFTY,176246568,8812328400,17046867.89
2023-09-01,BANKNIFTY,133050252,1995753780,8839562.91
2023-09-01,FINNIFTY,37101383,1484055320,2926365.75
2023-09-01,MIDCPNIFTY,5371122,402834150,359123.59
2023-09-01,NIFTY,51014267,2550713350,4944749.55
2023-09-04,BANKNIFTY,138471422,2077071330,9262686.60
2023-09-04,FINNIFTY,57674923,2306996920,4563327.58
2023-09-04,MIDCPNIFTY,59140362,4435527150,3974526.64
2023-09-04,NIFTY,53462502,2673125100,5205485.06
2023-09-05,BANKNIFTY,145310475,2179657125,9725598.27
2023-09-05,FINNIFTY,198017426,7920697040,15656548.12
2023-09-05,MIDCPNIFTY,779540,58465500,52803.88
2023-09-05,NIFTY,50354232,2517711600,4914826.81
2023-09-06,BANKNIFTY,501128608,7516929120,33405503.20
2023-09-06,FINNIFTY,5362685,214507400,425629.69
2023-09-06,MIDCPNIFTY,1165631,87422325,79011.01
2023-09-06,NIFTY,83674524,4183726200,8185661.03
2023-09-07,BANKNIFTY,113742448,1706136720,7630129.54
2023-09-07,FINNIFTY,14741929,589677160,1169853.03
2023-09-07,MIDCPNIFTY,1197577,89818275,81371.08
2023-09-07,NIFTY,327537762,16376888100,32160116.29
2023-09-08,BANKNIFTY,146558759,2198381385,9934526.33
2023-09-08,FINNIFTY,42123927,1684957080,3389385.62
2023-09-08,MIDCPNIFTY,6433890,482541750,440111.40
2023-09-08,NIFTY,59850060,2992503000,5931588.84
2023-09-11,BANKNIFTY,132151460,1982271900,9006973.63
2023-09-11,FINNIFTY,56469198,2258767920,4571142.32
2023-09-11,MIDCPNIFTY,61096567,4582242525,4214139.98
2023-09-11,NIFTY,55774767,2788738350,5558667.90
2023-09-12,BANKNIFTY,204791378,3071870670,14015917.33
2023-09-12,FINNIFTY,268707607,10748304280,21827246.44
2023-09-12,MIDCPNIFTY,2124680,159351000,144678.81
2023-09-12,NIFTY,79627051,3981352550,7970133.61
2023-09-13,BANKNIFTY,663508363,9952625445,45464993.42
2023-09-13,FINNIFTY,7665839,306633560,623997.89
2023-09-13,MIDCPNIFTY,2876499,215737425,194128.93
2023-09-13,NIFTY,81905618,4095280900,8193383.81
2023-09-14,BANKNIFTY,94737506,1421062590,6551920.41
2023-09-14,FINNIFTY,17805366,712214640,1453039.06
2023-09-14,MIDCPNIFTY,2364961,177372075,161115.18
2023-09-14,NIFTY,326206926,16310346300,32788389.59
2023-09-15,BANKNIFTY,114911947,1723679205,7970102.00
2023-09-15,FINNIFTY,51263753,2050550120,4208867.65
2023-09-15,MIDCPNIFTY,5843407,438255525,401221.10
2023-09-15,NIFTY,43624445,2181222250,4402538.26
2023-09-18,BANKNIFTY,122836697,1842550455,8513324.84
2023-09-18,FINNIFTY,189391838,7575673520,15506435.08
2023-09-18,MIDCPNIFTY,33150002,2486250150,2276725.19
2023-09-18,NIFTY,38107293,1905364650,3845445.40
2023-09-20,BANKNIFTY,562440534,8436608010,38467585.00
2023-09-20,FINNIFTY,5589638,223585520,453797.33
2023-09-20,MIDCPNIFTY,1242825,93211875,85560.24
2023-09-20,NIFTY,79820581,3991029050,8016082.49
2023-09-21,BANKNIFTY,87325833,1309887495,5927857.75
2023-09-21,FINNIFTY,14316406,572656240,1148746.79
2023-09-21,MIDCPNIFTY,2903010,217725750,198652.72
2023-09-21,NIFTY,294675032,14733751600,29179321.26
2023-09-22,BANKNIFTY,130112070,1951681050,8780998.50
2023-09-22,FINNIFTY,40406301,1616252040,3218927.06
2023-09-22,MIDCPNIFTY,8925658,669424350,608120.16
2023-09-22,NIFTY,58011371,2900568550,5754822.88
2023-09-25,BANKNIFTY,132852730,1992790950,8949697.84
2023-09-25,FINNIFTY,71116566,2844662640,5647884.05
2023-09-25,MIDCPNIFTY,135265621,10144921575,9225456.86
2023-09-25,NIFTY,60056747,3002837350,5931792.66
2023-09-26,BANKNIFTY,106302025,1594530375,7159182.00
2023-09-26,FINNIFTY,285281704,11411268160,22635518.43
2023-09-26,MIDCPNIFTY,2369182,177688650,163370.75
2023-09-26,NIFTY,44148036,2207401800,4360173.14
2023-09-27,BANKNIFTY,270580736,4058711040,18090566.28
2023-09-27,FINNIFTY,8027629,321105160,636326.66
2023-09-27,MIDCPNIFTY,2830565,212292375,194228.84
2023-09-27,NIFTY,110525385,5526269250,10877934.48
2023-09-28,BANKNIFTY,445068449,6676026735,29794849.81
2023-09-28,FINNIFTY,10176748,407069920,807758.07
2023-09-28,MIDCPNIFTY,7588587,569144025,518258.37
2023-09-28,NIFTY,240621446,12031072300,23677492.25
2023-09-29,BANKNIFTY,86976575,1304648625,5841474.29
2023-09-29,FINNIFTY,33127600,1325104000,2628067.44
2023-09-29,MIDCPNIFTY,85415410,6406155750,5832732.03
2023-09-29,NIFTY,48193003,2409650150,4744588.03
2023-10-03,BANKNIFTY,108607984,1629119760,7263326.80
2023-10-03,FINNIFTY,230820285,9232811400,18221034.57
2023-10-03,MIDCPNIFTY,1482542,111190650,101335.76
2023-10-03,NIFTY,56222306,2811115300,5512567.38
2023-10-04,BANKNIFTY,491518326,7372774890,32497762.20
2023-10-04,FINNIFTY,5468773,218750920,431327.65
2023-10-04,MIDCPNIFTY,2591046,194328450,175553.89
2023-10-04,NIFTY,92126864,4606343200,8976838.05
2023-10-05,BANKNIFTY,63536539,953048085,4238852.82
2023-10-05,FINNIFTY,10510694,420427760,830914.71
2023-10-05,MIDCPNIFTY,3389990,254249250,230428.73
2023-10-05,NIFTY,317556195,15877809750,31043020.63
2023-10-06,BANKNIFTY,93352469,1400287035,6233079.40
2023-10-06,FINNIFTY,29420624,1176824960,2332793.84
2023-10-06,MIDCPNIFTY,9021213,676590975,615345.00
2023-10-06,NIFTY,45369033,2268451650,4464033.44
2023-10-09,BANKNIFTY,105495479,1582432185,6996722.47
2023-10-09,FINNIFTY,51626168,2065046720,4061972.49
2023-10-09,MIDCPNIFTY,90742391,6805679325,6147359.90
2023-10-09,NIFTY,55389476,2769473800,5422479.76
2023-10-10,BANKNIFTY,130171079,1952566185,8645105.93
2023-10-10,FINNIFTY,274300967,10972038680,21713483.70
2023-10-10,MIDCPNIFTY,841498,63112350,57590.59
2023-10-10,NIFTY,51797228,2589861400,5085150.26
2023-10-11,BANKNIFTY,560431427,8406471405,37466758.75
2023-10-11,FINNIFTY,5634260,225370400,450548.73
2023-10-11,MIDCPNIFTY,1539561,115467075,106367.96
2023-10-11,NIFTY,75920843,3796042150,7507218.17
2023-10-12,BANKNIFTY,44044598,660668970,2959412.46
2023-10-12,FINNIFTY,8551394,342055760,682207.80
2023-10-12,MIDCPNIFTY,1826820,137011500,125913.22
2023-10-12,NIFTY,294775240,14738762000,29201248.28
2023-10-13,BANKNIFTY,85262074,1278931110,5705634.27
2023-10-13,FINNIFTY,24303370,972134800,1935266.15
2023-10-13,MIDCPNIFTY,8249880,618741000,567312.04
2023-10-13,NIFTY,48313331,2415666550,4781779.65
2023-10-16,BANKNIFTY,88777520,1331662800,5920084.67
2023-10-16,FINNIFTY,51839478,2073579120,4119686.71
2023-10-16,MIDCPNIFTY,100474898,7535617350,6903933.69
2023-10-16,NIFTY,42776710,2138835500,4232811.54
2023-10-17,BANKNIFTY,110865767,1662986505,7407490.54
2023-10-17,FINNIFTY,233312460,9332498400,18621776.36
2023-10-17,MIDCPNIFTY,716179,53713425,49604.19
2023-10-17,NIFTY,44624250,2231212500,4422933.46
2023-10-18,BANKNIFTY,581323703,8719855545,38514670.54
2023-10-18,FINNIFTY,7656241,306249640,609094.22
2023-10-18,MIDCPNIFTY,1748175,131113125,120173.52
2023-10-18,NIFTY,84323128,4216156400,8345859.43
2023-10-19,BANKNIFTY,71442041,1071630615,4733503.73
2023-10-19,FINNIFTY,17372964,694918560,1370302.72
2023-10-19,MIDCPNIFTY,2602054,195154050,177500.01
2023-10-19,NIFTY,347357227,17367861350,34121662.35
2023-10-20,BANKNIFTY,74434997,1116524955,4911968.87
2023-10-20,FINNIFTY,36451206,1458048240,2868489.28
2023-10-20,MIDCPNIFTY,13677195,1025789625,924348.33
2023-10-20,NIFTY,38046334,1902316700,3738078.66
2023-10-23,BANKNIFTY,106530616,1597959240,7013732.57
2023-10-23,FINNIFTY,194443273,7777730920,15234665.64
2023-10-23,MIDCPNIFTY,80187215,6014041125,5361381.79
2023-10-23,NIFTY,59306202,2965310100,5791945.96
2023-10-25,BANKNIFTY,279606078,4194091170,18131352.97
2023-10-25,FINNIFTY,6678322,267132880,519136.84
2023-10-25,MIDCPNIFTY,3470933,260319975,231234.98
2023-10-25,NIFTY,149652069,7482603450,14425634.69
2023-10-26,BANKNIFTY,504738796,7571081940,32163213.58
2023-10-26,FINNIFTY,8204355,328174200,628107.73
2023-10-26,MIDCPNIFTY,3236717,242753775,211272.44
2023-10-26,NIFTY,240014909,12000745450,22819762.30
2023-10-27,BANKNIFTY,84973918,1274608770,5461298.47
2023-10-27,FINNIFTY,23233304,929332160,1777511.32
2023-10-27,MIDCPNIFTY,12084085,906306375,794818.52
2023-10-27,NIFTY,44470142,2223507100,4249996.63
2023-10-30,BANKNIFTY,134891961,2023379415,8687971.91
2023-10-30,FINNIFTY,56455231,2258209240,4324818.03
2023-10-30,MIDCPNIFTY,131735004,9880125300,8607983.49
2023-10-30,NIFTY,56273719,2813685950,5379401.49
2023-10-31,BANKNIFTY,167027933,2505418995,10807804.41
2023-10-31,FINNIFTY,326797847,13071913880,25184412.76
2023-10-31,MIDCPNIFTY,1397196,104789700,92143.90
2023-10-31,NIFTY,62749291,3137464550,6018041.69
2023-11-01,BANKNIFTY,567543661,8513154915,36398150.27
2023-11-01,FINNIFTY,4388466,175538640,337575.69
2023-11-01,MIDCPNIFTY,1374647,103098525,90455.15
2023-11-01,NIFTY,78459061,3922953050,7498684.46
2023-11-02,BANKNIFTY,84870816,1273062240,5506526.98
2023-11-02,FINNIFTY,12131309,485252360,937451.36
2023-11-02,MIDCPNIFTY,2468715,185153625,163532.44
2023-11-02,NIFTY,310094025,15504701250,29666637.44
2023-11-03,BANKNIFTY,74173116,1112596740,4832311.86
2023-11-03,FINNIFTY,17668138,706725520,1372742.16
2023-11-03,MIDCPNIFTY,8477797,635834775,566213.86
2023-11-03,NIFTY,35770904,1788545200,3452265.74
2023-11-06,BANKNIFTY,86398828,1295982420,5647968.43
2023-11-06,FINNIFTY,39560073,1582402920,3084393.63
2023-11-06,MIDCPNIFTY,86763090,6507231750,5829644.95
2023-11-06,NIFTY,45445718,2272285900,4403253.67
2023-11-07,BANKNIFTY,155183607,2327754105,10149503.53
2023-11-07,FINNIFTY,349183165,13967326600,27202710.81
2023-11-07,MIDCPNIFTY,938097,70357275,63287.70
2023-11-07,NIFTY,49970471,2498523550,4849773.01
2023-11-08,BANKNIFTY,577906327,8668594905,37904547.93
2023-11-08,FINNIFTY,5587652,223506080,437887.04
2023-11-08,MIDCPNIFTY,1552075,116405625,105560.84
2023-11-08,NIFTY,63604257,3180212850,6185154.37
2023-11-09,BANKNIFTY,67364874,1010473110,4439361.29
2023-11-09,FINNIFTY,11195204,447808160,876113.73
2023-11-09,MIDCPNIFTY,3065586,229918950,209826.09
2023-11-09,NIFTY,294302058,14715102900,28609086.05
2023-11-10,BANKNIFTY,84973763,1274606445,5591920.54
2023-11-10,FINNIFTY,28831132,1153245280,2254650.76
2023-11-10,MIDCPNIFTY,12377599,928319925,850115.45
2023-11-10,NIFTY,38558930,1927946500,3753198.61
2023-11-13,BANKNIFTY,103116651,1546749765,6796221.01
2023-11-13,FINNIFTY,211717424,8468696960,16576594.15
2023-11-13,MIDCPNIFTY,60631365,4547352375,4200276.69
2023-11-13,NIFTY,36583606,1829180300,3565420.67
2023-11-15,BANKNIFTY,486818496,7302277440,32352457.78
2023-11-15,FINNIFTY,4869807,194792280,384691.09
2023-11-15,MIDCPNIFTY,1508011,113100825,105494.96
2023-11-15,NIFTY,65722032,3286101600,6451152.15
2023-11-16,BANKNIFTY,62923920,943858800,4197411.78
2023-11-16,FINNIFTY,11955588,478223520,944656.04
2023-11-16,MIDCPNIFTY,3109627,233222025,219575.10
2023-11-16,NIFTY,378520298,18926014900,37429190.11
2023-11-17,BANKNIFTY,91591430,1373871450,6057660.63
2023-11-17,FINNIFTY,23654795,946191800,1863236.42
2023-11-17,MIDCPNIFTY,12730596,954794700,904978.67
2023-11-17,NIFTY,45698245,2284912250,4532305.08
2023-11-20,BANKNIFTY,104969006,1574535090,6912641.55
2023-11-20,FINNIFTY,44684830,1787393200,3505161.94
2023-11-20,MIDCPNIFTY,116534628,8740097100,8280459.78
2023-11-20,NIFTY,47159559,2357977950,4666648.84
2023-11-21,BANKNIFTY,114423481,1716352215,7532523.81
2023-11-21,FINNIFTY,223044627,8921785080,17509025.93
2023-11-21,MIDCPNIFTY,1779507,133463025,126997.00
2023-11-21,NIFTY,46760805,2338040250,4633962.95
2023-11-22,BANKNIFTY,608289754,9124346310,39726053.48
2023-11-22,FINNIFTY,5800596,232023840,455944.68
2023-11-22,MIDCPNIFTY,2685636,201422700,191591.95
2023-11-22,NIFTY,88674332,4433716600,8782931.78
2023-11-23,BANKNIFTY,44812526,672187890,2945495.43
2023-11-23,FINNIFTY,8549722,341988880,672193.06
2023-11-23,MIDCPNIFTY,3775862,283189650,269622.41
2023-11-23,NIFTY,328321780,16416089000,32563904.67
2023-11-24,BANKNIFTY,65430592,981458880,4304329.79
2023-11-24,FINNIFTY,21783546,871341840,1712517.69
2023-11-24,MIDCPNIFTY,60174235,4513067625,4286232.32
2023-11-24,NIFTY,34136123,1706806150,3393958.34
2023-11-28,BANKNIFTY,92840570,1392608550,6114960.19
2023-11-28,FINNIFTY,226970381,9078815240,17873331.14
2023-11-28,MIDCPNIFTY,1198893,89916975,85871.75
2023-11-28,NIFTY,44807564,2240378200,4447091.41
2023-11-29,BANKNIFTY,243617540,3654263100,16183977.26
2023-11-29,FINNIFTY,5334486,213379440,426594.36
2023-11-29,MIDCPNIFTY,1861640,139623000,134621.87
2023-11-29,NIFTY,99766425,4988321250,9979084.97
2023-11-30,BANKNIFTY,551232994,8268494910,36778397.37
2023-11-30,FINNIFTY,6403642,256145680,514265.83
2023-11-30,MIDCPNIFTY,1980837,148562775,143528.02
2023-11-30,NIFTY,266933643,13346682150,26813532.81
2023-12-01,BANKNIFTY,77802547,1167038205,5261492.12
2023-12-01,FINNIFTY,14392013,575680520,1165099.88
2023-12-01,MIDCPNIFTY,7307956,548096700,535049.19
2023-12-01,NIFTY,33754965,1687748250,3428549.81
2023-12-04,BANKNIFTY,168945536,2534183040,11646700.63
2023-12-04,FINNIFTY,58451503,2338060120,4831064.19
2023-12-04,MIDCPNIFTY,95066865,7130014875,7049593.28
2023-12-04,NIFTY,59389442,2969472100,6115499.87
2023-12-05,BANKNIFTY,218663781,3279956715,15414858.85
2023-12-05,FINNIFTY,322457847,12898313880,27122735.32
2023-12-05,MIDCPNIFTY,1974257,148069275,147074.25
2023-12-05,NIFTY,64731062,3236553100,6732870.84
2023-12-06,BANKNIFTY,662402482,9936037230,46657163.03
2023-12-06,FINNIFTY,4045990,161839600,342902.89
2023-12-06,MIDCPNIFTY,1658035,124352625,124726.57
2023-12-06,NIFTY,93729095,4686454750,9793368.32
2023-12-07,BANKNIFTY,70700562,1060508430,4986124.74
2023-12-07,FINNIFTY,8988616,359544640,755757.36
2023-12-07,MIDCPNIFTY,3536318,265223850,265068.05
2023-12-07,NIFTY,324125133,16206256650,33878154.33
2023-12-08,BANKNIFTY,115866450,1737996750,8208903.91
2023-12-08,FINNIFTY,22789130,911565200,1926093.68
2023-12-08,MIDCPNIFTY,13653330,1023999750,1024112.80
2023-12-08,NIFTY,51723653,2586182650,5437753.26
2023-12-11,BANKNIFTY,123044298,1845664470,8767903.65
2023-12-11,FINNIFTY,46822339,1872893560,3979700.15
2023-12-11,MIDCPNIFTY,93291245,6996843375,7004939.33
2023-12-11,NIFTY,44180381,2209019050,4648627.80
2023-12-12,BANKNIFTY,158496054,2377440810,11268651.54
2023-12-12,FINNIFTY,249120976,9964839040,21138851.02
2023-12-12,MIDCPNIFTY,1750652,131298900,132476.76
2023-12-12,NIFTY,52040776,2602038800,5480331.83
2023-12-13,BANKNIFTY,648062793,9720941895,45771258.81
2023-12-13,FINNIFTY,4412855,176514200,375036.38
2023-12-13,MIDCPNIFTY,2379814,178486050,179967.25
2023-12-13,NIFTY,108505243,5425262150,11363744.89
2023-12-14,BANKNIFTY,78066967,1171004505,5611194.94
2023-12-14,FINNIFTY,11607288,464291520,999923.10
2023-12-14,MIDCPNIFTY,4147963,311097225,318468.72
2023-12-14,NIFTY,320612040,16030602000,33901532.43
2023-12-15,BANKNIFTY,103093736,1546406040,7434955.41
2023-12-15,FINNIFTY,20644800,825792000,1778202.72
2023-12-15,MIDCPNIFTY,10513186,788488950,812944.57
2023-12-15,NIFTY,53807024,2690351200,5748505.18
2023-12-18,BANKNIFTY,105334427,1580016405,7614862.66
2023-12-18,FINNIFTY,41403105,1656124200,3566063.03
2023-12-18,MIDCPNIFTY,144052970,10803972750,11145263.21
2023-12-18,NIFTY,48855366,2442768300,5253276.95
2023-12-19,BANKNIFTY,158515855,2377737825,11416772.42
2023-12-19,FINNIFTY,321908721,12876348840,27602505.91
2023-12-19,MIDCPNIFTY,1989919,149243925,154074.14
2023-12-19,NIFTY,63445470,3172273500,6810154.19
2023-12-20,BANKNIFTY,715324873,10729873095,51411247.00
2023-12-20,FINNIFTY,6375503,255020120,547798.40
2023-12-20,MIDCPNIFTY,8473999,635549925,654797.10
2023-12-20,NIFTY,147228765,7361438250,15797181.14
2023-12-21,BANKNIFTY,91886741,1378301115,6566722.69
2023-12-21,FINNIFTY,12598987,503959480,1071539.59
2023-12-21,MIDCPNIFTY,13089588,981719100,988785.90
2023-12-21,NIFTY,467224411,23361220550,49475916.25
2023-12-22,BANKNIFTY,106402815,1596042225,7658426.45
2023-12-22,FINNIFTY,29251792,1170071680,2496191.71
2023-12-22,MIDCPNIFTY,92405113,6930383475,7089567.78
2023-12-22,NIFTY,55159596,2757979800,5907539.00
2023-12-26,BANKNIFTY,111344977,1670174655,7979459.04
2023-12-26,FINNIFTY,261402939,10456117560,22233713.22
2023-12-26,MIDCPNIFTY,1772610,132945750,137861.41
2023-12-26,NIFTY,56417964,2820898200,6043518.18
2023-12-27,BANKNIFTY,262056594,3930848910,18911966.69
2023-12-27,FINNIFTY,3953319,158132760,340964.68
2023-12-27,MIDCPNIFTY,3411414,255856050,264750.98
2023-12-27,NIFTY,119684619,5984230950,12884854.88
2023-12-28,BANKNIFTY,479525992,7192889880,34851077.67
2023-12-28,FINNIFTY,5227307,209092280,452609.66
2023-12-28,MIDCPNIFTY,2575355,193151625,200017.83
2023-12-28,NIFTY,231642873,11582143650,25129542.16
2023-12-29,BANKNIFTY,78653866,1179807990,5736777.25
2023-12-29,FINNIFTY,12873187,514927480,1112488.85
2023-12-29,MIDCPNIFTY,10765608,807420600,839576.18
2023-12-29,NIFTY,41309757,2065487850,4514112.09
2024-01-01,BANKNIFTY,107236626,1608549390,7816097.13
2024-01-01,FINNIFTY,37625610,1505024400,3242063.08
2024-01-01,MIDCPNIFTY,74449972,5583747900,5823565.35
2024-01-01,NIFTY,51516253,2575812650,5618421.85
2024-01-02,BANKNIFTY,164082107,2461231605,11866037.84
2024-01-02,FINNIFTY,271250672,10850026880,23198447.32
2024-01-02,MIDCPNIFTY,2367727,177579525,184754.16
2024-01-02,NIFTY,70646417,3532320850,7680875.89
2024-01-03,BANKNIFTY,681970172,10229552580,48824484.35
2024-01-03,FINNIFTY,3505912,140236480,300054.52
2024-01-03,MIDCPNIFTY,2593122,194484150,202058.25
2024-01-03,NIFTY,94835676,4741783800,10266341.28
2024-01-04,BANKNIFTY,75636029,1134540435,5482223.37
2024-01-04,FINNIFTY,10670676,426827040,916772.86
2024-01-04,MIDCPNIFTY,4504801,337860075,355402.79
2024-01-04,NIFTY,286186489,14309324450,30945119.16
2024-01-05,BANKNIFTY,113228795,1698431925,8216918.15
2024-01-05,FINNIFTY,19958966,798358640,1717639.55
2024-01-05,MIDCPNIFTY,19270511,1445288325,1525032.88
2024-01-05,NIFTY,44359091,2217954550,4828632.60
2024-01-08,BANKNIFTY,144038782,2160581730,10394251.31
2024-01-08,FINNIFTY,48274137,1930965480,4146775.80
2024-01-08,MIDCPNIFTY,135373722,10153029150,10654155.09
2024-01-08,NIFTY,63965217,3198260850,6949901.98
2024-01-09,BANKNIFTY,194085092,2911276380,13923805.41
2024-01-09,FINNIFTY,345932838,13837313520,29557456.22
2024-01-09,MIDCPNIFTY,2685602,201420150,211767.67
2024-01-09,NIFTY,72124699,3606234950,7818445.28
2024-01-10,BANKNIFTY,688161087,10322416305,48819876.06
2024-01-10,FINNIFTY,4139723,165588920,352402.53
2024-01-10,MIDCPNIFTY,4115454,308659050,320730.98
2024-01-10,NIFTY,110270773,5513538650,11904648.84
2024-01-11,BANKNIFTY,62435111,936526665,4468392.28
2024-01-11,FINNIFTY,8631307,345252280,736853.80
2024-01-11,MIDCPNIFTY,4302310,322673250,337442.42
2024-01-11,NIFTY,351304208,17565210400,38049929.26
2024-01-12,BANKNIFTY,84003390,1260050850,6023064.80
2024-01-12,FINNIFTY,17224113,688964520,1471239.86
2024-01-12,MIDCPNIFTY,12547018,941026350,989248.33
2024-01-12,NIFTY,55332184,2766609200,6056293.14
2024-01-15,BANKNIFTY,105366904,1580503560,7606386.24
2024-01-15,FINNIFTY,36567986,1462719440,3136656.47
2024-01-15,MIDCPNIFTY,120640443,9048033225,9612004.01
2024-01-15,NIFTY,49665918,2483295900,5472712.05
2024-01-16,BANKNIFTY,140241855,2103627825,10160530.63
2024-01-16,FINNIFTY,268980067,10759202680,23081955.22
2024-01-16,MIDCPNIFTY,2596886,194766450,206843.11
2024-01-16,NIFTY,59794174,2989708700,6593569.03
2024-01-17,BANKNIFTY,693048594,10395728910,48533751.34
2024-01-17,FINNIFTY,5502781,220111240,462118.11
2024-01-17,MIDCPNIFTY,3279442,245958150,258349.86
2024-01-17,NIFTY,107580732,5379036600,11734454.79
2024-01-18,BANKNIFTY,72023973,1080359595,4985556.69
2024-01-18,FINNIFTY,7495700,299828000,619856.43
2024-01-18,MIDCPNIFTY,7896933,592269975,615212.16
2024-01-18,NIFTY,473885944,23694297200,50868612.76
2024-01-19,BANKNIFTY,76217266,1143258990,5281983.93
2024-01-19,FINNIFTY,14227039,569081560,1174926.76
2024-01-19,MIDCPNIFTY,13874329,1040574675,1097617.92
2024-01-19,NIFTY,41296298,2064814900,4477047.23
2024-01-23,BANKNIFTY,140254911,2103823665,9666241.18
2024-01-23,FINNIFTY,369710108,14788404320,30133549.53
2024-01-23,MIDCPNIFTY,2624045,196803375,208346.69
2024-01-23,NIFTY,78952624,3947631200,8516532.34
2024-01-24,BANKNIFTY,272707903,4090618545,18494129.87
2024-01-24,FINNIFTY,4887080,195483200,397082.01
2024-01-24,MIDCPNIFTY,3771261,282844575,296608.92
2024-01-24,NIFTY,148993031,7449651550,15932649.99
2024-01-25,BANKNIFTY,518421452,7776321780,34884145.48
2024-01-25,FINNIFTY,7630318,305212720,618636.48
2024-01-25,MIDCPNIFTY,6830946,512320950,536935.02
2024-01-25,NIFTY,256103118,12805155900,27356431.80
2024-01-29,BANKNIFTY,108739236,1631088540,7450491.16
2024-01-29,FINNIFTY,36381849,1455273960,2971246.86
2024-01-29,MIDCPNIFTY,155567040,11667528000,12379156.22
2024-01-29,NIFTY,39393774,1969688700,4283899.61
2024-01-30,BANKNIFTY,146657811,2199867165,10041430.70
